crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_prediction,risk_score
wheat,2.934,839.88,92.63,670.89,28.38,38.0,24.16,44.68,10.98,6.68,239.59,14.64,72.59,0.731,0.7303,0.5215,0.8488,0.1133,0.0563,-0.0008,0.1999,0.3793,0.2691,0.4449,1,4.48,3.0,0.263,0.148,0.1717,5.23,18.751835365715117
rice,2.472,433.18,33.46,501.73,20.92,27.89,13.84,63.51,1.35,7.35,312.53,27.91,181.39,1.001,0.8574,0.5716,1.0,0.0963,0.0987,0.0072,0.255,0.2546,0.1756,0.3214,5,2.58,0.0,0.0,0.0665,0.045,6.011,5.720093513068451
maize,0.797,466.62,87.11,350.19,27.86,34.06,23.05,66.37,12.22,7.84,122.94,20.04,208.18,0.919,0.7367,0.6139,0.9163,0.118,-0.1046,-0.1715,0.0122,0.3589,0.2932,0.4962,2,10.4,0.0,0.0,0.1437,0.1395,6.476,16.071302244863364
cotton,9.574,972.52,51.29,950.62,29.65,35.32,23.04,51.28,10.23,7.11,281.9,33.03,213.98,0.793,0.6979,0.4277,0.8671,0.093,-0.1261,-0.205,0.0384,0.226,0.0481,0.3788,2,-2.45,0.32,0.0,0.1242,0.0554,2.472,7.904648349049675
maize,5.934,496.63,18.57,506.77,30.54,34.67,24.99,50.76,14.97,6.13,327.91,22.26,305.6,0.616,0.7513,0.5623,0.8813,0.0865,-0.1891,-0.2757,-0.0688,0.164,0.01,0.2177,5,5.78,0.0,0.0,0.039,0.2743,6.302,16.066090552140533
maize,6.989,235.09,55.05,183.02,23.61,30.52,14.89,81.01,14.49,7.01,308.12,5.0,211.72,1.004,0.833,0.5883,0.9146,0.1036,0.0413,-0.0099,0.1812,0.4407,0.3836,0.5041,1,-8.62,0.0,0.0,0.1268,0.2126,6.336,14.732388672511327
chickpea,1.265,150.0,11.36,101.27,31.42,39.88,22.49,63.81,9.56,6.93,210.94,32.54,156.71,0.648,0.6357,0.4213,0.8154,0.0836,-0.2479,-0.378,-0.1453,0.0684,-0.0614,0.1311,4,-1.53,4.88,0.0,0.1223,0.2103,2.145,19.32447028760552
rice,8.001,599.92,25.83,676.49,26.38,32.83,18.4,77.92,9.35,7.1,289.61,17.8,178.09,0.628,0.731,0.5402,0.9217,0.1225,-0.2598,-0.3264,-0.1229,0.3119,0.1402,0.4012,2,-0.34,0.0,0.0,0.2112,0.0356,5.878,10.272599271800093
cotton,6.12,523.91,47.68,405.85,23.96,32.71,17.64,57.19,19.09,5.81,260.7,22.77,273.82,0.678,0.8236,0.5901,0.9246,0.0994,0.0251,-0.1533,0.2102,0.3157,0.1455,0.4758,5,5.3,0.0,0.0,0.0384,0.1077,2.226,8.398648862925878
wheat,8.209,746.02,53.26,844.84,34.56,40.8,28.64,86.02,7.43,6.46,351.87,32.62,216.84,0.442,0.7829,0.5641,0.9506,0.0576,-0.274,-0.4694,-0.1617,0.244,0.1669,0.3392,3,-4.97,5.8,0.0,0.4458,0.1711,4.395,31.781161842930615
cotton,9.163,981.65,50.39,850.5,31.51,38.11,26.67,55.72,10.31,6.86,354.43,22.5,235.66,0.37,0.76,0.5603,0.8561,0.1048,-0.1951,-0.3626,-0.1199,0.2901,0.1685,0.3808,2,0.72,3.11,0.0,0.1812,0.1815,1.968,18.95599066760868
cotton,5.296,532.66,27.54,383.49,19.12,25.98,7.6,56.78,7.62,6.06,189.04,6.47,193.01,0.765,0.7328,0.547,0.9177,0.0628,0.2695,0.1715,0.3752,0.2532,0.1221,0.3597,5,-4.8,0.0,0.0,0.0605,0.0923,2.172,6.619982057562609
wheat,9.698,855.09,54.16,654.45,33.02,37.41,27.86,49.83,6.19,8.12,243.91,22.19,218.53,0.694,0.769,0.6679,0.8814,0.0864,-0.1492,-0.3027,0.0316,0.2141,0.1074,0.3872,3,6.2,2.41,0.0,0.141,0.1726,4.679,18.270375852886893
maize,7.68,534.52,19.45,663.39,32.82,42.59,25.44,52.65,19.62,6.47,255.9,24.72,273.9,0.865,0.4044,0.1079,0.4949,0.0644,-0.3238,-0.5,-0.2277,0.0804,0.0298,0.191,4,-8.75,7.59,0.0,0.1412,0.1726,4.678,21.12249728623439
soybean,8.273,803.95,57.06,769.73,28.48,38.01,21.94,50.17,24.02,6.52,125.47,5.0,192.75,0.583,0.5081,0.2114,0.6401,0.0716,-0.1537,-0.2806,-0.0324,0.2765,0.214,0.4053,1,9.32,3.01,0.0,0.1905,0.0397,3.355,16.12736488791364
maize,9.237,954.59,16.12,1009.87,31.11,38.56,25.1,74.98,15.72,6.71,224.46,25.39,225.56,0.15,0.6216,0.4389,0.8009,0.1101,-0.2922,-0.39,-0.1,0.359,0.2801,0.5021,1,11.08,3.56,0.0,0.3912,0.2125,5.318,33.326792762689
wheat,4.237,296.67,14.05,367.74,17.99,27.7,9.46,87.45,16.58,7.34,283.44,10.12,206.17,0.79,0.7944,0.6062,0.8927,0.104,0.0734,0.0058,0.1461,0.4808,0.3532,0.6041,4,8.29,0.0,0.0,0.0969,0.001,4.737,7.1499449711289245
maize,9.275,373.19,16.04,387.27,35.13,43.03,25.81,67.78,18.45,6.62,312.38,31.31,206.93,0.548,0.571,0.3201,0.7214,0.0677,-0.395,-0.5358,-0.2408,0.0612,-0.0892,0.2245,1,-10.0,8.03,0.0,0.2489,0.2665,3.881,30.193564926461036
soybean,0.645,735.99,11.15,717.39,31.55,36.9,23.25,52.61,16.8,6.6,250.92,20.15,214.31,0.915,0.6379,0.4779,0.7889,0.1096,-0.1629,-0.262,-0.0821,0.1567,0.0519,0.3035,5,-3.25,1.9,0.0,0.0508,0.0495,4.077,6.20442417234443
rice,8.608,326.65,39.94,298.92,27.35,35.59,16.49,60.82,14.17,6.22,206.98,15.25,218.24,0.947,0.7737,0.6721,0.9365,0.1494,-0.0192,-0.1943,0.1466,0.3367,0.1605,0.3993,2,-0.04,0.59,0.0,0.0355,0.117,5.858,7.289046005259199
maize,1.502,1080.09,135.98,953.31,20.34,28.31,12.2,56.69,18.13,7.76,311.42,9.61,57.8,0.507,0.6103,0.4908,0.7966,0.1015,0.2194,0.0913,0.2909,0.5669,0.4991,0.737,4,4.69,0.0,4.598,0.182,0.0,5.465,14.354314109260907
soybean,2.869,924.27,36.18,904.79,29.3,35.44,22.33,60.98,15.26,6.18,218.18,36.55,189.54,1.119,0.7125,0.4288,0.8113,0.1153,-0.2314,-0.3083,-0.0676,0.246,0.163,0.3948,5,3.94,0.44,0.0,0.1381,0.0607,3.832,10.317727723970973
maize,6.623,312.1,22.34,293.55,22.36,29.24,18.89,80.41,2.18,5.91,389.83,22.63,262.04,0.426,0.8367,0.6737,0.9933,0.02,-0.0788,-0.1436,0.0955,0.3241,0.2262,0.4723,3,1.15,0.0,0.0,0.127,0.1055,6.279,10.376960463330926
chickpea,9.591,710.1,52.42,790.83,32.11,38.29,25.78,76.97,17.31,7.61,339.04,24.59,169.44,0.921,0.6058,0.4137,0.7848,0.0911,-0.2269,-0.4223,-0.0734,0.2641,0.1488,0.3222,1,7.42,3.29,0.0,0.3969,0.2083,2.864,31.723836325812282
soybean,7.208,249.69,24.77,165.25,26.66,34.43,18.83,62.37,14.47,6.91,210.44,16.44,76.77,0.459,0.6735,0.479,0.787,0.0541,-0.0384,-0.1541,0.0758,0.3115,0.2285,0.3873,2,1.73,0.0,0.0,0.1801,0.0435,3.691,10.000400375884281
maize,7.778,817.05,11.85,588.11,26.39,33.47,19.55,38.42,10.25,6.59,222.41,34.18,137.29,0.316,0.6453,0.3522,0.7664,0.0415,-0.1315,-0.1864,-0.012,0.3954,0.2221,0.5532,1,8.69,0.0,0.0,0.0726,0.068,5.978,9.30308284129885
soybean,1.473,690.56,25.44,770.94,34.42,41.85,29.38,65.01,15.24,6.77,193.2,15.7,207.29,0.737,0.7243,0.4725,0.8632,0.0687,-0.3362,-0.4174,-0.1946,0.0957,-0.0409,0.2391,2,6.44,6.85,0.0,0.2386,0.1525,2.902,25.910867719896956
wheat,8.985,672.23,18.8,448.67,27.9,37.85,20.13,88.46,18.01,6.75,269.78,26.04,286.83,0.824,0.7184,0.5686,0.9011,0.0958,-0.1087,-0.2254,0.0816,0.2492,0.1086,0.3647,1,-2.07,2.85,0.0,0.5322,0.1628,5.27,32.00953821920748
soybean,6.591,334.66,48.75,305.35,23.49,29.69,15.47,47.21,13.2,6.64,289.47,14.22,102.43,0.735,0.6647,0.4484,0.7913,0.1203,-0.033,-0.1361,0.082,0.2001,0.1131,0.2739,1,-7.63,0.0,0.0,0.0953,0.2429,3.814,14.79519228632238
soybean,5.301,815.39,4.01,950.52,32.38,39.89,26.23,91.38,8.21,6.4,283.6,11.61,223.24,0.925,0.5658,0.3216,0.6889,0.035,-0.2401,-0.3026,-0.0409,0.1341,0.0482,0.2182,2,21.91,4.89,0.0,0.3246,0.2266,2.717,36.632399692572676
rice,5.257,738.05,76.22,774.64,32.38,43.0,25.1,68.44,15.82,6.51,291.47,29.75,169.91,0.609,0.7299,0.5436,0.8878,0.073,-0.1796,-0.2989,0.0126,0.1481,0.0834,0.3111,3,-7.18,8.0,0.0,0.317,0.3619,4.877,37.2346742790687
maize,7.102,399.93,11.05,271.91,18.56,23.2,13.85,68.22,11.64,6.46,339.42,31.86,212.57,0.58,0.7602,0.5235,0.9044,0.0958,0.0886,-0.0775,0.2378,0.3321,0.2317,0.4398,5,0.96,0.0,0.0,0.0407,0.1028,6.224,6.638418596667385
chickpea,6.532,614.09,20.79,643.25,31.72,40.99,26.01,47.44,13.81,6.54,265.36,24.11,303.59,0.637,0.7701,0.5654,0.9405,0.0821,-0.2288,-0.3914,-0.0373,0.1808,0.0264,0.2674,3,4.53,5.99,0.0,0.1085,0.2805,2.481,24.71851550180255
rice,5.003,802.28,15.64,734.46,21.94,31.97,12.53,69.89,7.37,6.3,238.07,26.07,196.04,0.687,0.6848,0.4513,0.8002,0.1026,0.0665,-0.0631,0.1476,0.2602,0.0897,0.3329,4,10.11,0.0,0.0,0.1886,0.285,5.725,24.32382057175511
chickpea,4.831,863.26,23.48,955.56,33.26,40.42,26.19,72.05,13.91,7.08,318.88,38.29,197.98,0.872,0.7338,0.5279,0.8351,0.0784,-0.2795,-0.3648,-0.1963,0.0988,-0.0129,0.1815,1,8.62,5.42,0.0,0.3219,0.3503,2.292,37.5843822007324
rice,0.638,379.68,30.29,365.75,25.1,28.93,16.57,90.8,10.89,5.43,162.4,15.36,135.36,0.597,0.7584,0.4904,0.9543,0.1584,0.0703,-0.0471,0.1706,0.1515,0.0579,0.2601,2,11.67,0.0,0.0,0.2749,0.2317,5.247,26.070352991335394
soybean,0.93,527.88,6.99,602.64,19.47,27.26,11.61,86.28,14.57,5.95,355.29,32.17,195.36,0.642,0.7781,0.5387,0.9178,0.11,0.1221,0.0474,0.2689,0.2824,0.1928,0.387,2,12.49,0.0,0.0,0.0691,0.2294,3.882,17.82009438377418
soybean,6.052,579.08,13.74,599.89,27.86,36.57,20.76,60.57,14.84,6.68,309.85,19.94,178.35,0.723,0.7893,0.505,0.9333,0.14,-0.1934,-0.2617,-0.0796,0.1905,0.0148,0.2928,2,-4.5,1.57,0.0,0.0631,0.0542,3.836,6.59033510123925
rice,6.547,371.69,31.44,287.88,29.8,42.68,21.53,86.71,13.96,7.0,261.0,38.15,221.84,0.926,0.8783,0.6589,1.0,0.1245,-0.1949,-0.2966,0.004,0.2202,0.0788,0.3341,3,-0.41,7.68,0.0,0.2395,0.1019,5.122,22.084974069630427
maize,2.971,1041.75,49.3,750.89,37.8,46.09,30.69,68.69,18.39,7.23,278.48,39.62,209.08,0.831,0.686,0.5539,0.8193,0.093,-0.3575,-0.4633,-0.2917,0.1339,0.0575,0.271,3,5.43,11.09,0.0,0.2866,0.2781,3.433,37.368163905402156
maize,5.88,150.0,77.63,171.64,23.67,29.59,15.71,51.78,8.09,5.92,280.16,25.15,246.86,0.95,0.6598,0.3651,0.8289,0.1362,0.1231,-0.0032,0.2814,0.3266,0.1616,0.3991,5,-1.21,0.0,0.0,0.1735,0.1384,6.365,13.327886229859365
cotton,5.445,834.0,48.44,628.59,35.02,43.36,30.22,72.56,1.0,6.94,186.59,23.43,215.9,0.614,0.7177,0.5175,0.8292,0.0797,-0.1534,-0.3168,-0.0647,0.2008,0.126,0.3144,3,8.9,8.36,0.0,0.3569,0.3372,1.418,41.481272036634586
maize,2.064,427.0,16.59,362.61,28.05,34.86,25.14,59.48,28.39,7.79,218.24,35.65,246.55,0.996,0.8088,0.6166,0.9543,0.1256,-0.2564,-0.4313,-0.1106,0.1178,-0.0481,0.2613,1,4.78,0.0,0.0,0.1174,0.0186,6.38,7.4580418386296765
rice,8.24,443.81,29.81,457.07,30.95,37.32,23.44,61.52,17.01,6.52,284.11,17.39,268.44,0.796,0.6772,0.4494,0.7952,0.0732,-0.1406,-0.2925,-0.0099,0.2691,0.1277,0.3701,1,-2.63,2.32,0.0,0.1526,0.1516,5.623,15.380337825696571
soybean,3.596,634.92,13.53,682.13,31.93,41.91,28.67,59.72,2.11,6.47,124.13,34.65,202.72,0.776,0.7518,0.5819,0.8812,0.1037,-0.4028,-0.5123,-0.3297,0.1655,0.0961,0.2322,1,2.1,6.91,0.0,0.0955,0.1959,2.78,20.399562653824034
chickpea,2.893,341.55,38.58,371.55,30.62,37.62,28.75,52.38,9.6,6.84,203.22,24.74,147.81,0.543,0.6447,0.4308,0.769,0.0687,-0.2351,-0.4021,-0.0619,0.2416,0.1777,0.3585,4,7.47,2.62,0.0,0.0682,0.0346,2.783,9.786636785211641
rice,7.271,440.82,37.92,304.84,24.98,31.03,23.2,74.23,14.54,7.7,80.46,28.51,218.35,1.264,0.6736,0.4316,0.7988,0.0911,-0.0128,-0.1646,0.0474,0.3491,0.2108,0.4273,1,4.18,0.0,0.0,0.2012,0.0951,5.856,14.101660475410272
maize,6.244,726.17,36.75,767.63,25.86,34.51,18.23,53.89,11.02,6.34,312.42,36.86,214.59,0.545,0.6259,0.4444,0.7074,0.0783,0.0098,-0.1735,0.1668,0.2314,0.1633,0.3009,2,5.94,0.0,0.0,0.1553,0.2428,6.063,19.494211917365416
rice,8.477,612.83,40.18,674.17,29.56,35.48,21.14,63.28,5.77,7.58,215.91,23.93,230.19,0.725,0.7439,0.5658,0.9266,0.1056,-0.1498,-0.2395,0.0285,0.2068,0.1039,0.3605,1,-3.17,0.48,0.0,0.1369,0.2378,5.828,16.75608732734032
rice,2.636,520.45,61.67,408.86,20.19,29.16,11.28,43.46,15.32,7.14,359.85,5.0,181.25,0.698,0.8345,0.581,0.9341,0.0479,0.1137,0.0396,0.2472,0.2629,0.1508,0.3708,2,5.76,0.0,0.0,0.0561,0.0206,5.568,5.398091021667234
wheat,2.514,765.08,40.51,583.97,29.53,35.93,20.84,69.91,10.99,7.18,205.38,37.79,163.69,0.987,0.6837,0.5545,0.7794,0.1146,-0.1452,-0.2614,-0.0804,0.2222,0.1668,0.364,5,-2.16,0.93,0.0,0.2305,0.0493,5.463,12.609241808627417
maize,8.538,362.66,14.47,434.62,23.16,28.56,17.26,76.18,11.65,7.2,273.95,5.0,169.76,0.466,0.8259,0.7156,0.9547,0.1205,-0.0137,-0.0699,0.0473,0.2697,0.1296,0.4363,4,7.18,0.0,0.0,0.1873,0.2165,6.291,20.0983302815985
soybean,2.725,705.3,27.15,530.69,21.2,29.04,15.08,98.0,14.69,5.65,153.16,5.54,236.16,0.525,0.6751,0.5633,0.856,0.02,0.0999,-0.0265,0.15,0.3527,0.244,0.4476,2,0.74,0.0,0.0,0.3253,0.2201,3.941,23.503391596389015
chickpea,2.209,393.55,10.5,471.11,31.54,37.78,26.59,60.74,10.6,7.7,282.46,24.44,139.22,0.412,0.6534,0.5531,0.7897,0.0703,-0.3443,-0.5062,-0.1581,0.1134,0.0056,0.2927,3,13.56,2.78,0.0,0.1304,0.2533,2.177,24.59251196639545
maize,8.932,700.58,19.3,837.54,27.33,36.11,20.04,70.94,11.99,5.89,296.46,38.77,195.36,0.826,0.6169,0.3293,0.7762,0.0961,-0.2131,-0.29,-0.0759,0.1983,0.0793,0.2794,1,15.38,1.11,0.0,0.2793,0.2586,6.11,29.963873847107493
wheat,4.159,299.58,16.36,275.8,32.33,37.73,30.41,58.5,12.88,6.36,78.32,28.11,150.68,1.177,0.5814,0.468,0.7637,0.1417,-0.3411,-0.4586,-0.1872,0.0792,0.008,0.1913,1,13.39,2.73,0.0,0.1799,0.3005,3.813,28.626449760491194
wheat,1.79,722.45,19.7,777.7,31.49,38.01,21.63,61.21,9.88,6.32,114.74,25.38,106.08,0.768,0.6043,0.3089,0.7824,0.0642,-0.2462,-0.4228,-0.06,0.1841,0.109,0.2448,2,4.82,3.01,0.0,0.1414,0.0493,4.691,12.844297736116753
cotton,3.082,583.4,34.98,533.05,33.29,38.67,28.17,77.05,13.61,7.53,264.41,19.22,204.48,0.711,0.7599,0.5698,0.8634,0.1026,-0.1942,-0.3342,-0.036,0.1419,0.0914,0.2818,1,11.42,3.67,0.0,0.2664,0.2429,1.728,29.798537445020845
cotton,1.505,260.45,17.85,261.14,29.75,36.49,20.75,69.8,13.04,6.84,203.02,37.56,203.84,0.962,0.6848,0.4639,0.8676,0.0629,-0.2406,-0.3927,-0.1303,0.2202,0.1554,0.3904,2,5.02,1.49,0.0,0.2035,0.1993,2.397,20.66973441450343
maize,8.921,951.64,43.36,835.66,31.58,34.54,24.72,54.31,15.13,6.18,60.0,25.34,224.45,0.884,0.6066,0.4131,0.7599,0.0941,-0.3596,-0.497,-0.2165,0.2129,0.0357,0.3755,1,12.8,0.0,0.0,0.2205,0.1704,5.603,21.515263215634306
rice,1.453,450.02,19.66,311.78,15.84,23.28,12.02,94.99,25.01,6.9,192.59,31.0,262.55,1.021,0.8607,0.7231,0.965,0.1253,0.2046,0.0437,0.3023,0.3787,0.27,0.5472,2,6.72,0.0,0.0,0.0879,0.1168,5.823,11.375202815485283
soybean,2.929,400.05,45.09,406.02,30.71,37.7,25.3,65.2,18.07,5.93,347.26,30.77,117.03,0.843,0.5976,0.3149,0.6938,0.0916,-0.1663,-0.2814,-0.0935,0.2218,0.0604,0.3171,1,11.53,2.7,0.0,0.1847,0.2886,3.33,27.559855295752396
wheat,2.2,717.26,45.67,818.36,30.29,38.79,22.62,60.88,3.34,5.86,178.42,28.32,211.01,0.39,0.7018,0.4154,0.8184,0.1133,-0.1646,-0.3468,0.0149,0.3272,0.1619,0.4643,5,0.19,3.79,0.0,0.2787,0.3103,4.893,29.211400451974708
rice,9.409,311.12,20.71,373.75,28.87,35.28,21.3,68.55,5.79,6.43,220.36,25.24,132.03,0.9,0.6926,0.5816,0.8904,0.1085,-0.1542,-0.3021,0.0144,0.1192,0.0527,0.2919,4,10.88,0.28,0.0,0.1284,0.1652,5.74,17.05458250149863
chickpea,5.314,663.72,16.38,671.88,26.69,36.57,21.75,49.16,25.24,6.7,279.7,31.19,241.19,0.863,0.6056,0.3918,0.7759,0.0482,-0.1446,-0.2114,-0.0376,0.1911,0.0606,0.341,3,1.02,1.57,0.0,0.0363,0.1822,3.244,11.606517826567984
wheat,6.849,823.92,18.3,876.9,29.86,37.93,20.36,65.22,11.72,6.0,277.19,41.76,276.28,1.037,0.7092,0.4971,0.7962,0.099,-0.1338,-0.2077,-0.0102,0.1799,0.0794,0.2765,1,4.11,2.93,0.0,0.0693,0.2101,4.864,16.73637701383023
maize,7.463,421.25,31.61,448.46,30.28,36.72,20.81,37.77,12.74,5.76,272.94,23.38,176.42,1.077,0.781,0.5988,0.9169,0.0865,-0.1492,-0.3035,0.0363,0.2408,0.181,0.3179,4,-2.91,1.72,0.0,0.0653,0.0321,5.906,5.840884192265359
cotton,2.563,931.0,41.72,710.89,30.78,38.04,24.19,94.44,5.3,6.5,252.66,8.29,140.95,0.686,0.669,0.3863,0.787,0.0591,-0.1068,-0.1652,0.0442,0.1883,0.0117,0.2893,1,-1.74,3.04,0.0,0.5172,0.2659,2.005,36.20099271204161
rice,4.329,595.69,32.44,703.65,28.8,33.62,28.62,73.96,12.78,7.69,257.73,18.04,142.92,0.583,0.6387,0.4783,0.7762,0.1002,-0.0556,-0.1713,-0.0041,0.274,0.1105,0.3604,1,-1.87,0.0,0.0,0.2178,0.1753,5.613,16.80088136124152
maize,2.362,951.46,37.5,1023.15,31.13,39.31,23.24,53.07,17.59,6.41,125.7,39.45,185.55,0.567,0.6813,0.5147,0.805,0.0529,-0.2522,-0.4056,-0.1209,0.1681,0.0882,0.2548,4,0.73,4.31,0.0,0.2615,0.0727,5.399,18.586145565239864
maize,8.177,681.3,5.64,609.54,36.31,43.09,30.38,54.49,16.55,6.29,287.87,30.88,113.26,1.281,0.5269,0.4001,0.6832,0.0789,-0.5524,-0.6679,-0.4523,0.0576,-0.0951,0.2133,4,8.87,8.09,0.0,0.2366,0.4888,4.385,43.04699318552299
maize,6.331,1220.95,6.27,849.03,26.93,30.44,19.55,37.73,11.14,7.64,220.42,7.65,151.29,0.524,0.5861,0.2999,0.7833,0.1192,-0.0316,-0.2261,0.0347,0.0469,-0.098,0.1172,3,1.83,0.0,0.0,0.0935,0.1132,5.459,9.601559732364464
chickpea,0.677,826.93,26.21,735.78,35.99,41.27,30.1,77.73,20.78,6.47,158.82,39.45,236.71,0.619,0.6621,0.3809,0.8527,0.1193,-0.3809,-0.5597,-0.2309,0.1138,-0.0422,0.1814,5,4.16,6.27,0.0,0.3738,0.2541,2.077,34.57769388002232
soybean,0.779,1008.48,2.47,857.6,23.63,32.04,18.02,51.54,16.67,6.88,192.48,24.65,303.67,1.109,0.6768,0.4743,0.7837,0.1142,-0.0641,-0.1767,0.0596,0.2019,0.0692,0.2799,1,-2.27,0.0,0.0,0.0412,0.1696,3.764,9.289183056118983
wheat,0.995,892.46,40.22,1086.08,38.11,46.5,28.31,57.25,19.44,5.87,251.63,25.02,208.9,0.438,0.5268,0.3747,0.6588,0.1305,-0.5514,-0.611,-0.473,0.106,0.0267,0.1868,5,7.3,11.5,0.0,0.3632,0.3028,2.365,42.73651358217144
soybean,1.163,340.9,14.15,226.35,22.01,29.61,16.24,64.76,10.43,6.21,170.06,27.43,240.71,0.232,0.8528,0.6027,0.994,0.1451,0.0837,-0.0719,0.2836,0.3125,0.2265,0.4744,1,6.22,0.0,0.0,0.1097,0.1474,3.627,13.453116491558095
chickpea,2.28,408.97,26.92,301.54,38.52,46.53,31.28,73.53,5.76,7.22,268.41,21.59,202.01,1.126,0.5012,0.2124,0.6905,0.1433,-0.5219,-0.6591,-0.3227,0.0042,-0.1122,0.137,5,9.83,11.53,0.0,0.5765,0.3822,1.695,56.04045842152039
soybean,1.157,518.68,110.25,529.67,22.72,27.91,17.04,71.82,11.74,7.3,254.66,25.03,203.33,0.851,0.8567,0.7524,1.0,0.0998,0.2241,0.1513,0.4104,0.4578,0.3791,0.5111,2,4.9,0.0,2.025,0.1843,0.1744,4.085,19.48034377200178
maize,8.426,698.75,13.41,801.68,22.21,27.24,18.03,71.21,17.07,6.59,256.42,34.09,158.43,0.705,0.6969,0.5615,0.8198,0.0597,-0.0186,-0.2172,0.1805,0.2885,0.1309,0.3469,3,1.08,0.0,0.0,0.1253,0.34,6.038,20.78386836704403
maize,3.825,542.1,15.67,553.81,19.11,24.29,12.93,65.78,16.46,7.71,170.26,22.46,149.4,0.673,0.6781,0.3849,0.8598,0.0264,0.1444,0.0219,0.2735,0.3709,0.2108,0.499,3,-0.74,0.0,0.0,0.0557,0.2306,6.108,12.617139044985867
chickpea,7.801,451.82,37.36,302.42,25.34,30.71,18.76,98.0,5.43,8.2,91.72,32.59,50.0,0.802,0.5559,0.2787,0.7362,0.0665,-0.0439,-0.1499,0.1026,0.2622,0.1771,0.3449,5,12.67,0.0,0.0,0.195,0.1448,2.665,19.271888450038887
wheat,6.534,755.64,56.63,915.16,27.14,37.96,21.93,62.11,23.49,7.3,165.21,22.02,131.25,0.867,0.6202,0.4064,0.75,0.0864,-0.0668,-0.1203,0.1053,0.2998,0.1674,0.456,1,9.0,2.96,0.0,0.2021,0.2214,4.911,24.571680099821332
soybean,3.932,524.3,4.35,618.86,25.51,32.6,18.07,68.5,19.27,7.54,314.72,32.25,149.57,0.758,0.677,0.4351,0.8011,0.0959,-0.1092,-0.2227,0.055,0.0818,-0.0406,0.2096,5,-7.79,0.0,0.0,0.0615,0.065,3.918,5.43831845456666
maize,7.04,628.84,53.66,633.5,22.42,30.69,15.04,78.89,7.46,5.24,284.17,20.0,217.33,0.72,0.6581,0.4289,0.8517,0.0791,0.0718,-0.0544,0.2716,0.479,0.3348,0.541,1,-5.82,0.0,0.0,0.1992,0.2684,6.531,20.206518912648473
rice,9.493,499.42,21.13,532.97,28.8,35.6,21.69,98.0,9.93,6.36,429.44,38.3,112.03,0.804,0.7495,0.5758,0.9193,0.0521,-0.1908,-0.3853,-0.0782,0.1917,0.1068,0.2618,5,3.92,0.6,0.0,0.3579,0.3029,6.323,30.34966904627245
soybean,5.311,471.99,6.78,438.67,25.88,33.5,18.88,56.78,14.67,7.29,217.12,17.85,110.94,0.979,0.6119,0.4723,0.7433,0.0344,-0.1078,-0.2968,0.0801,0.2208,0.0824,0.3547,5,11.18,0.0,0.0,0.0835,0.1933,4.064,16.301287431928966
rice,8.979,636.88,83.22,750.16,33.03,37.74,25.98,79.8,18.72,6.99,102.03,39.55,95.71,0.936,0.6592,0.4871,0.7695,0.124,-0.2501,-0.4337,-0.0589,0.2808,0.1266,0.4067,3,-10.0,2.74,0.0,0.3182,0.2934,5.454,28.955901604323962
chickpea,7.665,607.7,25.65,668.1,23.99,32.41,19.37,47.55,26.56,6.26,238.53,20.44,130.41,0.297,0.6371,0.4333,0.7328,0.1095,-0.0824,-0.2272,0.0372,0.2741,0.1995,0.3865,4,-2.71,0.0,0.0,0.0355,0.245,2.949,12.432100648436267
cotton,6.341,612.35,21.14,649.55,28.51,35.67,22.73,49.36,11.88,5.05,281.63,18.06,157.23,0.528,0.8013,0.5373,0.9345,0.0868,-0.0565,-0.2332,0.0021,0.1493,0.0665,0.2823,1,-2.15,0.67,0.0,0.0773,0.1299,2.946,9.66436974699775
chickpea,6.949,650.17,19.31,588.46,24.44,32.4,17.14,71.14,11.81,7.45,299.6,22.93,214.84,0.849,0.5515,0.4187,0.6444,0.0875,-0.1003,-0.2038,-0.0325,0.2916,0.1491,0.3498,4,-1.43,0.0,0.0,0.1999,0.114,3.241,13.319784369649545
rice,6.337,627.35,29.55,525.91,31.6,38.61,25.52,88.63,24.18,6.23,345.91,27.49,213.2,0.838,0.7375,0.6151,0.8963,0.1381,-0.211,-0.3108,-0.0709,0.0446,-0.1011,0.2068,1,-2.5,3.61,0.0,0.1838,0.1715,5.888,18.843639742470778
chickpea,6.94,670.61,49.38,741.76,30.64,33.27,23.35,83.92,15.63,7.6,191.67,31.2,113.01,0.635,0.5769,0.4234,0.7757,0.1265,-0.1943,-0.3565,-0.0092,0.2791,0.2166,0.3881,4,7.25,0.0,0.0,0.3483,0.1271,3.011,22.735927888531496
wheat,9.005,572.22,36.85,582.58,27.92,37.37,18.91,63.94,5.71,6.15,187.33,20.35,61.27,0.952,0.6352,0.4729,0.7283,0.0756,-0.1701,-0.2714,0.0212,0.2173,0.1511,0.3787,5,7.91,2.37,0.0,0.1498,0.1293,4.459,17.296888663678338
